source,target,flow_usd_m,input_share,penetration
DEU:electronics_c26,FIN:electronics_c26,117.5,0.01425,0.03999
SGP:shipping,THA:shipping,117.1,0.01876,0.30403
SGP:shipping,TWN:electronics_c26,117.0,0.00087,0.36733
SWE:consumer_goods,DNK:consumer_goods,117.0,0.00491,0.03132
IND:consumer_goods,ISR:consumer_goods,116.9,0.0054,0.02335
CHN:electronics_c26,KOR:consumer_goods,116.9,0.00078,0.08749
MEX:electronics_c26,BRA:electronics_c26,116.6,0.00542,0.01203
CHN:electronics_c26,UKR:electronics_c26,116.3,0.17615,0.48585
ESP:automotive,ROU:automotive,116.0,0.00689,0.02726
ROU:automotive,ROU:consumer_goods,115.9,0.00536,0.55783
ZAF:automotive,ROW:automotive,115.8,0.00277,0.01314
DEU:shipping,MEX:automotive,115.8,0.00088,0.16573
KOR:electronics_c26,IDN:electronics_c26,115.4,0.00575,0.0154
USA:aerospace,BRA:consumer_goods,115.3,0.00056,0.28853
SGP:electronics_c26,ROW:electronics_c26,115.1,0.00632,0.02453
SGP:shipping,CAN:shipping,114.9,0.04794,0.24983
RUS:automotive,CZE:automotive,114.9,0.00262,0.00605
CHN:electronics_c26,CHL:electronics_c26,114.8,0.02219,0.12347
ROW:shipping,IND:shipping,114.4,0.04432,0.08654
MEX:electronics_c26,CAN:automotive,114.4,0.00186,0.11213
CHN:consumer_goods,DNK:consumer_goods,114.3,0.0048,0.0306
GBR:automotive,ROW:automotive,114.1,0.00272,0.01294
NLD:shipping,GRC:shipping,114.1,0.00794,0.02049
JPN:electronics_c26,IDN:electronics_c26,114.0,0.00568,0.01522
MEX:automotive,CHN:electronics_c26,113.6,8e-05,0.05359
SGP:electronics_c26,CHE:electronics_c26,113.5,0.00285,0.00643
AUT:consumer_goods,AUT:automotive,113.4,0.00715,0.51868
CHN:electronics_c26,COL:electronics_c26,113.4,0.08581,0.47316
ITA:shipping,ROW:shipping,113.3,0.00412,0.00908
USA:aerospace,TUR:consumer_goods,113.1,0.00096,0.22651
CHN:consumer_goods,NZL:consumer_goods,113.0,0.00399,0.03035
ESP:shipping,ESP:consumer_goods,113.0,0.00083,0.59321
THA:automotive,ZAF:automotive,112.9,0.00777,0.02831
USA:consumer_goods,ISR:consumer_goods,112.9,0.00522,0.02257
FIN:consumer_goods,FIN:shipping,112.8,0.05868,0.84717
DEU:shipping,BEL:shipping,112.6,0.04447,0.15178
GRC:shipping,NOR:shipping,112.6,0.00789,0.05764
DEU:automotive,CHE:automotive,112.1,0.08939,0.3004
SVN:automotive,HUN:automotive,111.9,0.00421,0.01383
CAN:consumer_goods,CAN:electronics_c26,111.5,0.01613,0.76667
DNK:shipping,NLD:shipping,111.1,0.01608,0.09897
DEU:electronics_c26,ITA:automotive,110.8,0.00211,0.13066
POL:consumer_goods,HUN:consumer_goods,110.8,0.0082,0.04925
NLD:automotive,SVK:automotive,110.7,0.0037,0.00648
AUT:electronics_c26,MYS:electronics_c26,110.1,0.00206,0.0045
CHE:shipping,JPN:shipping,110.0,0.00392,0.01318
CHN:consumer_goods,ZAF:automotive,109.7,0.00754,0.31353
POL:automotive,RUS:automotive,109.7,0.00326,0.0085
FRA:electronics_c26,IND:electronics_c26,109.6,0.0035,0.01517
DEU:electronics_c26,RUS:electronics_c26,109.5,0.00806,0.02593
THA:automotive,AUS:automotive,109.2,0.02127,0.16273
KOR:consumer_goods,KOR:shipping,109.1,0.00516,0.83025
THA:automotive,TWN:automotive,109.1,0.01021,0.02175
CAN:automotive,CAN:aerospace,109.0,0.00579,0.29673
CAN:shipping,CAN:consumer_goods,108.9,0.00118,0.65338
ITA:electronics_c26,CHE:electronics_c26,108.4,0.00273,0.00615
TWN:electronics_c26,IND:electronics_c26,108.4,0.00346,0.01501
TUR:automotive,SVK:automotive,108.1,0.00361,0.00633
NLD:electronics_c26,POL:electronics_c26,108.1,0.01257,0.03191
VNM:electronics_c26,CHE:electronics_c26,107.9,0.00271,0.00612
FRA:aerospace,IDN:aerospace,107.8,0.00526,0.02106
VNM:electronics_c26,IDN:electronics_c26,107.7,0.00537,0.01438
CHN:consumer_goods,SWE:consumer_goods,107.7,0.00511,0.03828
GBR:shipping,DEU:shipping,107.6,0.0035,0.02453
TWN:shipping,TWN:electronics_c26,107.5,0.0008,0.33728
NLD:shipping,JPN:shipping,107.5,0.00383,0.01288
SGP:shipping,PHL:consumer_goods,107.4,0.0013,0.43003
CZE:aerospace,DEU:aerospace,107.4,0.00277,0.00732
BEL:electronics_c26,NLD:electronics_c26,106.9,0.00495,0.01785
TUR:consumer_goods,BLR:consumer_goods,106.8,0.00832,0.02798
CHN:electronics_c26,THA:automotive,106.7,0.00307,0.12018
FRA:aerospace,PRT:aerospace,106.7,0.16515,0.5011
NOR:shipping,NLD:shipping,106.6,0.01543,0.09499
KOR:shipping,GRC:shipping,106.4,0.0074,0.01912
FRA:consumer_goods,PRT:consumer_goods,106.2,0.00417,0.01658
TUR:consumer_goods,EGY:consumer_goods,105.8,0.00325,0.0212
USA:automotive,AUT:automotive,105.7,0.00667,0.0205
CHN:electronics_c26,ITA:automotive,105.6,0.00201,0.12457
HKG:shipping,KOR:shipping,105.5,0.00498,0.01597
DNK:consumer_goods,NOR:consumer_goods,105.5,0.00399,0.01588
ITA:aerospace,JPN:aerospace,105.2,0.00342,0.00866
CHN:aerospace,IND:aerospace,105.2,0.00462,0.03125
ITA:automotive,BEL:automotive,105.1,0.00839,0.02093
ROW:consumer_goods,TWN:consumer_goods,105.0,0.00202,0.0077
KOR:electronics_c26,VNM:automotive,104.9,0.02307,0.19763
USA:aerospace,CAN:automotive,104.8,0.0017,0.37172
CZE:consumer_goods,SVK:consumer_goods,104.5,0.01572,0.0702
DEU:electronics_c26,FRA:consumer_goods,104.4,0.00052,0.10289
MAR:consumer_goods,MAR:automotive,104.1,0.01566,0.40853
THA:electronics_c26,NLD:electronics_c26,104.1,0.00483,0.01739
DEU:electronics_c26,FRA:automotive,104.1,0.00136,0.08778
CZE:electronics_c26,NLD:electronics_c26,104.1,0.00483,0.01739
DEU:aerospace,CHE:aerospace,104.0,0.02378,0.10265
ESP:consumer_goods,BEL:consumer_goods,104.0,0.00208,0.00897
EGY:shipping,ROW:shipping,103.9,0.00378,0.00832
POL:aerospace,CAN:aerospace,103.8,0.00551,0.01074
ROW:shipping,ARE:shipping,103.7,0.02729,0.10407
JPN:aerospace,CAN:aerospace,103.6,0.0055,0.01072
IND:consumer_goods,PER:consumer_goods,103.5,0.00365,0.01365
GBR:automotive,GBR:aerospace,103.3,0.00408,0.4443
NLD:electronics_c26,BEL:electronics_c26,103.3,0.03528,0.2112
AUT:automotive,NLD:automotive,103.2,0.00739,0.01473
USA:electronics_c26,ARE:electronics_c26,103.0,0.0181,0.02633
PRT:automotive,AUT:automotive,103.0,0.00649,0.01997
BRA:shipping,BRA:automotive,103.0,0.00171,0.52433
DEU:consumer_goods,SVK:consumer_goods,103.0,0.01549,0.06918
DEU:shipping,DEU:electronics_c26,102.8,0.00188,0.65905
FRA:automotive,ITA:consumer_goods,102.7,0.00044,0.05128
JPN:aerospace,ESP:aerospace,102.6,0.00901,0.02251
TUR:consumer_goods,BEL:consumer_goods,102.2,0.00205,0.00882
NLD:electronics_c26,CHE:electronics_c26,102.1,0.00257,0.00579
RUS:automotive,RUS:consumer_goods,102.1,0.00085,0.57804
CRI:shipping,CRI:consumer_goods,102.1,0.01405,0.52583
TWN:consumer_goods,JOR:consumer_goods,102.1,0.01619,0.04853
CHN:shipping,BGD:shipping,102.0,0.02974,0.04311
CHE:electronics_c26,CHE:aerospace,101.9,0.0233,0.72785
IRL:consumer_goods,IRL:electronics_c26,101.5,0.00575,0.66201
IDN:electronics_c26,IDN:consumer_goods,101.5,0.00053,0.53045
DEU:electronics_c26,DEU:aerospace,101.4,0.00262,0.3556
DEU:consumer_goods,CHE:shipping,101.4,0.0045,0.07818
TUR:consumer_goods,ISR:consumer_goods,101.3,0.00468,0.02023
RUS:shipping,ROW:shipping,101.2,0.00368,0.00811
GRC:shipping,ISR:shipping,101.2,0.016,0.02714
POL:automotive,ROU:automotive,100.8,0.00599,0.0237
AUT:electronics_c26,AUT:consumer_goods,100.6,0.00354,0.32153
CHN:electronics_c26,VNM:automotive,100.5,0.02211,0.18939
DEU:electronics_c26,BEL:electronics_c26,100.5,0.03434,0.20553
IDN:consumer_goods,IDN:electronics_c26,100.3,0.00499,0.74556
IND:consumer_goods,EGY:consumer_goods,100.3,0.00309,0.0201
CHN:consumer_goods,CZE:automotive,100.2,0.00228,0.07117
JPN:electronics_c26,POL:electronics_c26,100.0,0.01163,0.02951
CHN:consumer_goods,DEU:electronics_c26,100.0,0.00183,0.05378
TUR:automotive,TUR:consumer_goods,99.9,0.00085,0.78789
GBR:automotive,SWE:automotive,99.8,0.00333,0.02154
BLR:automotive,RUS:automotive,99.7,0.00296,0.00772
HUN:automotive,PRT:automotive,99.2,0.0093,0.0218
DEU:aerospace,ARE:aerospace,99.1,0.08195,0.14745
DEU:electronics_c26,PRT:automotive,98.9,0.00927,0.25262
DEU:shipping,CHL:shipping,98.8,0.12531,0.26906
CZE:consumer_goods,CZE:aerospace,98.7,0.04918,0.82305
CHN:aerospace,ITA:aerospace,98.7,0.00611,0.0218
MYS:electronics_c26,IND:electronics_c26,98.6,0.00315,0.01366
VNM:electronics_c26,HUN:electronics_c26,97.8,0.00837,0.01673
JPN:electronics_c26,CHE:electronics_c26,97.8,0.00246,0.00555
DEU:aerospace,JPN:aerospace,97.8,0.00318,0.00805
POL:consumer_goods,POL:shipping,97.6,0.17253,0.93317
CHN:consumer_goods,RUS:automotive,97.6,0.0029,0.14752
CAN:electronics_c26,CAN:automotive,97.5,0.00159,0.09558
IDN:shipping,JPN:shipping,97.3,0.00347,0.01166
USA:automotive,CZE:automotive,97.3,0.00222,0.00512
GBR:aerospace,THA:aerospace,97.3,0.01812,0.048
AUS:consumer_goods,NZL:consumer_goods,96.8,0.00342,0.02602
TUR:consumer_goods,TUN:consumer_goods,96.7,0.01784,0.08134
DEU:automotive,DEU:shipping,96.7,0.00315,0.93193
POL:electronics_c26,HUN:electronics_c26,96.6,0.00827,0.01653
TWN:automotive,TWN:electronics_c26,96.5,0.00072,0.62842
ITA:automotive,ROW:automotive,96.4,0.0023,0.01093
TWN:consumer_goods,TWN:automotive,96.1,0.00899,0.68146
HUN:automotive,ROU:automotive,96.1,0.00571,0.02258
ITA:automotive,PRT:automotive,95.8,0.00898,0.02105
USA:aerospace,TUR:aerospace,95.8,0.07704,0.22412
CHE:shipping,USA:shipping,95.8,0.00207,0.01403
ITA:consumer_goods,ARE:consumer_goods,95.7,0.0054,0.02564
VNM:electronics_c26,ROW:electronics_c26,95.6,0.00525,0.02038
USA:electronics_c26,GBR:electronics_c26,95.4,0.00763,0.05139
FRA:shipping,BEL:shipping,95.3,0.03763,0.12846
DEU:consumer_goods,BGR:consumer_goods,95.1,0.01249,0.04874
FRA:automotive,SVN:automotive,95.0,0.02819,0.08979
TWN:automotive,TWN:aerospace,95.0,0.01032,0.55541
USA:aerospace,ROW:aerospace,95.0,0.02382,0.12223
FRA:electronics_c26,MLT:electronics_c26,94.6,0.03107,0.04844
SGP:shipping,TWN:shipping,94.5,0.01288,0.04329
NLD:automotive,HUN:automotive,94.4,0.00355,0.01167
SGP:shipping,NGA:consumer_goods,94.2,0.00107,0.1837
USA:shipping,GRC:shipping,94.2,0.00655,0.01691
USA:aerospace,MYS:aerospace,94.0,0.04465,0.16072
BEL:automotive,SWE:automotive,93.5,0.00312,0.02018
SGP:electronics_c26,HUN:electronics_c26,93.3,0.00798,0.01595
TWN:aerospace,CAN:aerospace,93.2,0.00494,0.00964
SWE:automotive,RUS:automotive,93.2,0.00277,0.00722
GBR:shipping,KOR:shipping,93.1,0.0044,0.0141
BEL:shipping,ROW:shipping,93.1,0.00339,0.00746
IND:shipping,IND:automotive,93.1,0.00106,0.66366
DEU:shipping,DEU:aerospace,93.0,0.0024,0.84329
TUR:automotive,RUS:automotive,92.9,0.00276,0.00719
DEU:shipping,NOR:shipping,92.9,0.00651,0.04754
DEU:electronics_c26,TUR:electronics_c26,92.9,0.02927,0.06829
POL:aerospace,POL:consumer_goods,92.8,0.00114,0.53672
TWN:electronics_c26,HUN:electronics_c26,92.8,0.00794,0.01588
USA:aerospace,RUS:consumer_goods,92.7,0.00077,0.09996
ITA:aerospace,ESP:aerospace,92.6,0.00813,0.02032
IDN:shipping,KOR:shipping,92.6,0.00437,0.01402
PHL:consumer_goods,PHL:electronics_c26,92.3,0.0047,0.65106
CHN:consumer_goods,NOR:consumer_goods,92.2,0.00349,0.01388
CHN:automotive,NLD:automotive,92.1,0.00659,0.01314
BEL:consumer_goods,BEL:shipping,92.0,0.03633,0.85547
ESP:automotive,ROW:automotive,91.7,0.00219,0.0104
SGP:shipping,FRA:aerospace,91.4,0.00091,0.33463
DEU:aerospace,GBR:electronics_c26,91.3,0.00731,0.05297
CAN:aerospace,GBR:aerospace,91.3,0.0036,0.01137
HUN:electronics_c26,SVK:electronics_c26,91.1,0.02229,0.04155
POL:consumer_goods,POL:electronics_c26,91.0,0.01058,0.78024
CHN:aerospace,SGP:aerospace,90.8,0.01385,0.02872
POL:automotive,SWE:automotive,90.8,0.00303,0.0196
GBR:aerospace,ARE:aerospace,90.7,0.075,0.13493
KOR:consumer_goods,KOR:aerospace,90.3,0.01317,0.52323
RUS:shipping,RUS:consumer_goods,90.0,0.00075,0.47209
KOR:automotive,TUR:automotive,90.0,0.00412,0.01631
TWN:electronics_c26,IDN:electronics_c26,89.9,0.00448,0.01199
ESP:automotive,FRA:consumer_goods,89.9,0.00045,0.08513
USA:aerospace,IRL:consumer_goods,89.5,0.00313,0.25309
TWN:shipping,HKG:shipping,89.4,0.00509,0.00783
PRT:automotive,SVK:automotive,89.3,0.00299,0.00523
FRA:aerospace,CHE:aerospace,89.2,0.02041,0.08809
NLD:electronics_c26,HUN:automotive,89.1,0.00335,0.05863
THA:consumer_goods,ZAF:consumer_goods,89.1,0.00296,0.01074
FRA:electronics_c26,ITA:electronics_c26,88.9,0.00563,0.04444
NLD:consumer_goods,SWE:consumer_goods,88.8,0.00422,0.03157
NLD:electronics_c26,FRA:electronics_c26,88.6,0.00551,0.02233
ZAF:automotive,CZE:automotive,88.5,0.00202,0.00466
CHN:shipping,NLD:shipping,88.3,0.01278,0.07867
THA:shipping,ROW:shipping,87.9,0.0032,0.00704
ARG:consumer_goods,CHL:consumer_goods,87.7,0.00314,0.01943
AUS:aerospace,AUS:consumer_goods,87.7,0.00124,0.6261
USA:electronics_c26,AUS:electronics_c26,87.6,0.0233,0.06924
IRL:electronics_c26,HUN:electronics_c26,87.5,0.00749,0.01497
TWN:electronics_c26,NLD:electronics_c26,87.5,0.00406,0.01461
AUT:automotive,POL:automotive,87.4,0.00273,0.00861
HUN:aerospace,DEU:aerospace,87.3,0.00225,0.00595
ESP:aerospace,KOR:aerospace,87.3,0.01273,0.061
DEU:shipping,TUR:shipping,87.2,0.02757,0.11316
CAN:aerospace,USA:automotive,87.2,0.00017,0.06366
IND:consumer_goods,PRT:consumer_goods,87.1,0.00342,0.01359
KOR:electronics_c26,POL:electronics_c26,86.6,0.01007,0.02555
DEU:electronics_c26,DNK:electronics_c26,86.2,0.03368,0.19745
FRA:shipping,GRC:shipping,86.1,0.00599,0.01547
FRA:automotive,RUS:automotive,86.0,0.00255,0.00666
GRC:shipping,HKG:shipping,85.9,0.0049,0.00752
FRA:shipping,KOR:shipping,85.9,0.00406,0.013
GBR:aerospace,ITA:aerospace,85.7,0.0053,0.01892
IND:aerospace,GBR:aerospace,85.3,0.00337,0.01063
CZE:electronics_c26,CHE:electronics_c26,85.3,0.00215,0.00484
MYS:electronics_c26,SGP:consumer_goods,85.2,0.00611,0.05897
FRA:aerospace,ROW:aerospace,84.7,0.02124,0.10898
TUR:consumer_goods,BGR:consumer_goods,84.6,0.01112,0.04337
SGP:shipping,KOR:electronics_c26,84.5,0.00045,0.14112
TUR:consumer_goods,ROU:consumer_goods,84.3,0.0039,0.02163
THA:consumer_goods,THA:aerospace,84.3,0.01571,0.82684
USA:automotive,ZAF:automotive,84.3,0.0058,0.02114
DNK:shipping,ARE:shipping,84.2,0.02215,0.08446
KOR:aerospace,GBR:aerospace,84.2,0.00332,0.01048
SWE:shipping,SWE:consumer_goods,84.2,0.00399,0.6912
RUS:electronics_c26,RUS:automotive,84.0,0.00249,0.49808
RUS:electronics_c26,BLR:electronics_c26,84.0,0.10549,0.33444
CZE:electronics_c26,CZE:aerospace,83.8,0.04178,0.21695
DEU:shipping,MEX:shipping,83.8,0.11141,0.22263
AUT:consumer_goods,HUN:consumer_goods,83.6,0.00618,0.03714
CAN:aerospace,BRA:aerospace,83.5,0.01422,0.03155
ITA:automotive,NLD:automotive,83.3,0.00597,0.01189
CZE:aerospace,CZE:consumer_goods,83.3,0.00422,0.59701
MYS:automotive,THA:automotive,83.1,0.00239,0.00824
DEU:electronics_c26,ESP:electronics_c26,83.1,0.02258,0.13145
MEX:electronics_c26,ROW:electronics_c26,83.0,0.00455,0.01768
AUT:electronics_c26,CHE:electronics_c26,82.8,0.00208,0.00469
DEU:shipping,ITA:consumer_goods,82.6,0.00035,0.07494
CHN:aerospace,ROW:aerospace,82.5,0.02068,0.10611
THA:automotive,RUS:automotive,82.4,0.00245,0.00638
NLD:electronics_c26,CZE:electronics_c26,82.4,0.00707,0.02066
USA:aerospace,ESP:consumer_goods,82.4,0.0006,0.08372
TWN:electronics_c26,ISR:electronics_c26,82.3,0.00574,0.01049
CHN:electronics_c26,THA:consumer_goods,82.3,0.00061,0.11518
ESP:electronics_c26,PRT:electronics_c26,82.3,0.03664,0.13974
NOR:shipping,SWE:shipping,82.1,0.02485,0.11755
CHN:consumer_goods,TUN:consumer_goods,82.0,0.01512,0.06897
DEU:shipping,BRA:consumer_goods,82.0,0.0004,0.09751
SGP:shipping,MEX:consumer_goods,81.9,0.00068,0.12974
POL:consumer_goods,SVK:consumer_goods,81.9,0.01232,0.05505
USA:consumer_goods,PER:consumer_goods,81.8,0.00289,0.0108
THA:consumer_goods,KHM:consumer_goods,81.7,0.01947,0.03318
ESP:automotive,ZAF:automotive,81.6,0.00561,0.02046
CHE:electronics_c26,CHE:shipping,81.6,0.00362,0.69371
ROU:consumer_goods,ROU:electronics_c26,81.5,0.03738,0.6931
THA:automotive,THA:consumer_goods,81.4,0.0006,0.59343
ARE:shipping,KOR:shipping,81.4,0.00384,0.01232
FIN:shipping,ROW:shipping,81.4,0.00296,0.00652
KOR:aerospace,JPN:aerospace,81.4,0.00265,0.0067
CHN:consumer_goods,USA:electronics_c26,81.0,0.00067,0.08798
USA:electronics_c26,MEX:consumer_goods,80.7,0.00067,0.0808
BRA:consumer_goods,CHL:consumer_goods,80.7,0.00289,0.01788
FRA:aerospace,IND:aerospace,80.6,0.00354,0.02395
NLD:shipping,BEL:shipping,80.5,0.03178,0.10848
NLD:consumer_goods,AUT:consumer_goods,80.2,0.00283,0.01654
TUR:shipping,DEU:shipping,80.1,0.00261,0.01826
DEU:electronics_c26,ROU:electronics_c26,80.0,0.03671,0.32631
POL:consumer_goods,ROU:consumer_goods,79.8,0.00369,0.02048
SGP:electronics_c26,BRA:electronics_c26,79.8,0.00371,0.00823
CHN:aerospace,THA:aerospace,79.8,0.01487,0.03937
IND:consumer_goods,SAU:consumer_goods,79.8,0.00341,0.04119
POL:consumer_goods,DNK:consumer_goods,79.6,0.00334,0.02131
CHN:shipping,PAK:shipping,79.3,0.02683,0.04503
SWE:aerospace,SWE:shipping,79.1,0.02395,0.69049
CZE:automotive,SWE:automotive,79.1,0.00264,0.01708
SGP:shipping,PHL:electronics_c26,79.0,0.00403,0.45136
TWN:aerospace,JPN:aerospace,78.9,0.00257,0.0065
ITA:shipping,CHE:shipping,78.9,0.0035,0.01121
CHE:electronics_c26,ROW:electronics_c26,78.9,0.00433,0.01682
CHN:electronics_c26,PAK:electronics_c26,78.9,0.03531,0.22372
TWN:consumer_goods,TWN:shipping,78.8,0.01074,0.75797
CHN:consumer_goods,SVK:consumer_goods,78.7,0.01184,0.05288
USA:electronics_c26,FRA:aerospace,78.7,0.00079,0.09476
CHN:automotive,TUR:automotive,78.6,0.0036,0.01425
HUN:electronics_c26,NLD:electronics_c26,78.6,0.00365,0.01314
DEU:electronics_c26,AUT:consumer_goods,78.6,0.00277,0.2512
JPN:automotive,NLD:automotive,78.6,0.00563,0.01122
CHN:automotive,HUN:automotive,78.4,0.00294,0.00968
BEL:shipping,DEU:shipping,78.4,0.00255,0.01788
GBR:aerospace,FRA:consumer_goods,78.4,0.00039,0.05282
JPN:aerospace,ITA:aerospace,77.8,0.00481,0.01718
PRT:consumer_goods,MAR:consumer_goods,77.8,0.00378,0.01537
SGP:electronics_c26,FRA:electronics_c26,77.7,0.00483,0.01959
JPN:shipping,ROW:shipping,77.7,0.00283,0.00623
TWN:aerospace,TWN:electronics_c26,77.5,0.00058,0.85457
DEU:aerospace,POL:aerospace,77.5,0.01649,0.05572
IDN:shipping,IDN:electronics_c26,77.5,0.00386,0.68588
RUS:aerospace,RUS:shipping,77.5,0.03327,0.7624
FRA:consumer_goods,TUN:consumer_goods,77.4,0.01427,0.06509
SGP:shipping,MEX:automotive,77.4,0.00059,0.11081
FRA:aerospace,ARE:aerospace,77.3,0.06386,0.1149
ARE:shipping,JPN:shipping,77.3,0.00275,0.00926
SGP:shipping,THA:electronics_c26,77.2,0.0009,0.15983
CHN:consumer_goods,ROU:consumer_goods,77.1,0.00356,0.01978
DEU:electronics_c26,FRA:aerospace,77.0,0.00077,0.09277
ARG:consumer_goods,PER:consumer_goods,76.9,0.00271,0.01015
COL:consumer_goods,COL:automotive,76.8,0.04348,0.73343
DNK:shipping,ISL:shipping,76.6,0.15579,0.27188
JPN:electronics_c26,FRA:electronics_c26,76.6,0.00476,0.01929
GRC:shipping,GBR:shipping,76.4,0.00716,0.0415
USA:consumer_goods,CHL:consumer_goods,76.4,0.00274,0.01693
KOR:shipping,DEU:shipping,76.3,0.00248,0.01739
FRA:consumer_goods,MAR:consumer_goods,76.3,0.00371,0.01508
JPN:aerospace,TWN:aerospace,76.3,0.00829,0.03582
DEU:automotive,MAR:automotive,76.2,0.01146,0.07177
AUT:automotive,BEL:automotive,76.1,0.00607,0.01516
USA:electronics_c26,FIN:electronics_c26,76.1,0.00923,0.02591
NOR:shipping,BRA:consumer_goods,76.1,0.00037,0.09047
MEX:aerospace,USA:automotive,76.0,0.00015,0.05545
TWN:aerospace,GBR:aerospace,76.0,0.003,0.00946
KOR:electronics_c26,CZE:electronics_c26,75.8,0.0065,0.01899
CHN:consumer_goods,BGR:consumer_goods,75.6,0.00993,0.03874
MMR:shipping,MMR:consumer_goods,75.6,0.00455,0.91227
JPN:electronics_c26,BRA:electronics_c26,75.5,0.00351,0.00779
CHN:consumer_goods,POL:automotive,75.4,0.00235,0.08334
HUN:automotive,BEL:automotive,75.4,0.00602,0.01502
CHN:shipping,IND:shipping,75.2,0.02915,0.05691
DEU:automotive,ESP:aerospace,75.1,0.0066,0.12223
ZAF:automotive,BEL:automotive,75.0,0.00599,0.01494
DNK:shipping,TUR:shipping,74.9,0.0237,0.09725
AUT:automotive,ROU:automotive,74.8,0.00445,0.01758
USA:electronics_c26,RUS:electronics_c26,74.8,0.0055,0.0177
DEU:electronics_c26,GBR:automotive,74.7,0.00131,0.06863
IDN:shipping,IDN:aerospace,74.7,0.00364,0.79389
NLD:consumer_goods,NLD:electronics_c26,74.5,0.00346,0.55709
DNK:shipping,BRA:consumer_goods,74.5,0.00036,0.08862
MYS:automotive,MYS:aerospace,74.5,0.03538,0.7113
KOR:automotive,VNM:automotive,74.1,0.0163,0.09714
DEU:aerospace,HUN:aerospace,74.1,0.08462,0.21691
MYS:electronics_c26,MYS:consumer_goods,74.0,0.00092,0.34744
FRA:aerospace,RUS:consumer_goods,73.8,0.00061,0.07955
MEX:consumer_goods,USA:electronics_c26,73.5,0.00061,0.07984
THA:consumer_goods,SGP:consumer_goods,73.3,0.00526,0.02951
DEU:electronics_c26,AUT:automotive,73.2,0.00462,0.26373
THA:electronics_c26,THA:aerospace,73.2,0.01365,0.64334
USA:consumer_goods,CRI:consumer_goods,73.0,0.01005,0.06911
GBR:automotive,HUN:automotive,72.6,0.00273,0.00896
KOR:automotive,THA:automotive,72.4,0.00208,0.00718
TWN:electronics_c26,FRA:electronics_c26,72.4,0.0045,0.01825
USA:consumer_goods,ARE:consumer_goods,72.3,0.00408,0.01936
DEU:electronics_c26,ROU:automotive,72.2,0.00429,0.32278
CHE:consumer_goods,AUT:consumer_goods,72.2,0.00254,0.01488
GBR:automotive,ZAF:automotive,72.1,0.00496,0.01808
ITA:electronics_c26,FRA:electronics_c26,72.1,0.00448,0.01817
AUT:electronics_c26,AUT:automotive,72.0,0.00454,0.25927
JPN:aerospace,JPN:electronics_c26,72.0,0.00069,0.63943
ITA:shipping,JPN:shipping,72.0,0.00257,0.00863
ITA:automotive,SVN:automotive,71.9,0.02133,0.06795
IDN:shipping,IDN:automotive,71.5,0.00283,0.83072
TUR:shipping,TUR:automotive,71.5,0.00328,0.67606
ROW:consumer_goods,AUT:consumer_goods,71.2,0.00251,0.01469
USA:shipping,MEX:consumer_goods,71.1,0.00059,0.11271
DEU:automotive,FIN:automotive,71.0,0.04435,0.25157
IDN:automotive,IDN:consumer_goods,71.0,0.00037,0.79085
KOR:automotive,ZAF:automotive,70.9,0.00488,0.01778
DEU:aerospace,AUT:aerospace,70.7,0.02617,0.1702
CAN:aerospace,JPN:aerospace,70.6,0.0023,0.00581
ITA:consumer_goods,CZE:consumer_goods,70.5,0.00357,0.01948
CHN:consumer_goods,GRC:consumer_goods,70.5,0.00493,0.04819
NOR:consumer_goods,SWE:consumer_goods,70.3,0.00334,0.02498
DEU:consumer_goods,NOR:consumer_goods,70.2,0.00265,0.01057
USA:aerospace,AUS:aerospace,70.1,0.01505,0.11172
NLD:automotive,SWE:automotive,70.1,0.00234,0.01512
DEU:shipping,GBR:shipping,69.5,0.00651,0.03775
POL:aerospace,ITA:aerospace,69.3,0.00429,0.0153
DNK:shipping,EGY:shipping,69.2,0.02138,0.03959
POL:electronics_c26,POL:consumer_goods,69.2,0.00085,0.30135
FRA:shipping,NLD:shipping,69.0,0.00999,0.06147
ZAF:automotive,ROW:consumer_goods,69.0,0.00022,0.0673
CHE:consumer_goods,CHE:aerospace,68.8,0.01572,0.52159
FRA:electronics_c26,ROW:electronics_c26,68.8,0.00377,0.01466
PHL:shipping,PHL:electronics_c26,68.7,0.0035,0.39241
IND:shipping,IND:electronics_c26,68.7,0.0022,0.46583
CHN:electronics_c26,TUN:electronics_c26,68.6,0.16345,0.43618
ROW:consumer_goods,ISR:consumer_goods,68.5,0.00317,0.01369
FRA:aerospace,PHL:aerospace,68.4,0.06566,0.17747
COL:aerospace,COL:automotive,68.4,0.03876,0.41812
TUR:automotive,PRT:automotive,68.4,0.00641,0.01503
IDN:aerospace,IDN:automotive,68.3,0.0027,0.78289
NLD:shipping,HKG:shipping,68.2,0.00389,0.00597
TUR:electronics_c26,TUR:consumer_goods,68.1,0.00058,0.38296
SWE:automotive,TWN:automotive,67.9,0.00636,0.01354
JPN:aerospace,GBR:electronics_c26,67.8,0.00542,0.03931
DEU:automotive,AUS:consumer_goods,67.7,0.00096,0.07194
JPN:electronics_c26,ROW:electronics_c26,67.7,0.00372,0.01444
BRA:consumer_goods,BRA:electronics_c26,67.7,0.00314,0.79857
ITA:automotive,ROU:automotive,67.7,0.00402,0.01592
MMR:consumer_goods,MMR:shipping,67.6,0.06303,0.87016
UKR:consumer_goods,UKR:shipping,67.6,0.04563,0.83794
