source_iso3,source_industry,target_iso3,target_industry,industry,dependency_weight,flow_value_usd,hs_codes,n_hs_codes,source_urls,period
MEX,electronics,IND,electronics,electronics,0.0248,335047342.0,8517,1,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8517&y=2019,2019
IRL,electronics,IND,electronics,electronics,0.0246,166476059.66,8471,1,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8471&y=2019,2019
_X,electronics,TWN,electronics,electronics,0.0245,226223743.6,8471;8517,2,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8517&y=2019,2019
ESP,automotive,MEX,automotive,automotive,0.0245,242166286.0,8703,1,https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8703&y=2019,2019
USA,automotive,NLD,automotive,automotive,0.0244,459036627.29,8703;8708,2,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8708&y=2019,2019
SWE,automotive,CHN,automotive,automotive,0.0242,1167902430.0,8703;8704,2,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8704&y=2019,2019
IRL,electronics,NLD,electronics,electronics,0.0241,898994196.08,8471;8517,2,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8517&y=2019,2019
NLD,automotive,VNM,automotive,automotive,0.0239,54358752.41,8708,1,https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8708&y=2019,2019
USA,electronics,THA,electronics,electronics,0.0238,96208168.34,8471,1,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8471&y=2019,2019
JPN,automotive,NLD,automotive,automotive,0.0236,203794182.88,8704;8708,2,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8704&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8708&y=2019,2019
FRA,automotive,CHN,automotive,automotive,0.0235,592603980.0,8708,1,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8708&y=2019,2019
GBR,electronics,NLD,electronics,electronics,0.0234,519791834.85,8517,1,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8517&y=2019,2019
GBR,semiconductors,THA,semiconductors,semiconductors,0.0233,262663509.95,8542,1,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8542&y=2019,2019
USA,automotive,VNM,automotive,automotive,0.0232,46414337.2,8703,1,https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8703&y=2019,2019
PHL,semiconductors,CHN,semiconductors,semiconductors,0.0231,7674292836.0,8541;8542,2,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8542&y=2019,2019
HUN,automotive,JPN,automotive,automotive,0.0231,280751495.47,8703,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8703&y=2019,2019
BEL,automotive,JPN,automotive,automotive,0.0229,277362025.22,8703,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8703&y=2019,2019
ITA,automotive,KOR,automotive,automotive,0.0229,254357882.0,8703,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8703&y=2019,2019
PHL,automotive,JPN,automotive,automotive,0.0228,185695442.53,8708,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8708&y=2019,2019
SGP,semiconductors,CHN,semiconductors,semiconductors,0.0227,7538402708.0,8541;8542,2,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8542&y=2019,2019
HKG,semiconductors,KOR,semiconductors,semiconductors,0.0227,809368345.0,8542,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8542&y=2019,2019
KOR,electronics,IND,electronics,electronics,0.0227,45597633.93,8528,1,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8528&y=2019,2019
DEU,semiconductors,CHN,semiconductors,semiconductors,0.0225,587751120.0,8541,1,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8541&y=2019,2019
THA,semiconductors,MYS,semiconductors,semiconductors,0.0225,785311450.33,8541;8542,2,https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8542&y=2019,2019
PHL,electronics,MYS,electronics,electronics,0.0225,9245620.59,8528,1,https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8528&y=2019,2019
MEX,automotive,THA,automotive,automotive,0.0225,150709386.98,8708,1,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8708&y=2019,2019
ITA,automotive,IND,automotive,automotive,0.0223,98501740.61,8703;8708,2,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8708&y=2019,2019
THA,semiconductors,MEX,semiconductors,semiconductors,0.022,542289894.0,8541;8542,2,https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8542&y=2019,2019
DEU,semiconductors,USA,semiconductors,semiconductors,0.0219,247452693.0,8541,1,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8541&y=2019,2019
ITA,automotive,THA,automotive,automotive,0.0219,34194493.95,8703,1,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8703&y=2019,2019
IRL,semiconductors,MYS,semiconductors,semiconductors,0.0217,691449372.14,8542,1,https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8542&y=2019,2019
SGP,semiconductors,USA,semiconductors,semiconductors,0.0216,244377737.0,8541,1,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8541&y=2019,2019
SVK,automotive,USA,automotive,automotive,0.0215,3867287061.0,8703,1,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8703&y=2019,2019
S19,electronics,VNM,electronics,electronics,0.0215,43690159.79,8471,1,https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8471&y=2019,2019
CZE,automotive,CHN,automotive,automotive,0.0213,538481333.0,8708,1,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8708&y=2019,2019
IRL,electronics,DEU,electronics,electronics,0.0212,518363228.02,8471,1,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8471&y=2019,2019
VNM,semiconductors,JPN,semiconductors,semiconductors,0.021,104070585.86,8541,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8541&y=2019,2019
MEX,electronics,KOR,electronics,electronics,0.0209,140223781.0,8471,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8471&y=2019,2019
SGP,electronics,CHN,electronics,electronics,0.0208,636673481.0,8471,1,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8471&y=2019,2019
THA,semiconductors,KOR,semiconductors,semiconductors,0.0208,103863822.0,8541,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8541&y=2019,2019
KOR,electronics,DEU,electronics,electronics,0.0207,630816699.02,8471;8528,2,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8528&y=2019,2019
S19,electronics,KOR,electronics,electronics,0.0207,139054180.0,8471,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8471&y=2019,2019
SVK,automotive,NLD,automotive,automotive,0.0206,259214893.32,8703,1,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8703&y=2019,2019
ZAF,automotive,KOR,automotive,automotive,0.0205,227425369.0,8703,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8703&y=2019,2019
CZE,automotive,TWN,automotive,automotive,0.0205,113086046.79,8703,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8703&y=2019,2019
SWE,automotive,MYS,automotive,automotive,0.0204,54040200.37,8708,1,https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8708&y=2019,2019
THA,automotive,KOR,automotive,automotive,0.0201,77573561.0,8708,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8708&y=2019,2019
MEX,automotive,TWN,automotive,automotive,0.0201,30811353.21,8708,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8708&y=2019,2019
KOR,automotive,MYS,automotive,automotive,0.0201,53199819.04,8708,1,https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8708&y=2019,2019
KOR,automotive,DEU,automotive,automotive,0.02,1451855329.75,8703,1,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019,2019
